LURN_SAK,INCIDENT_DATE,INCIDENT_REPORTED_DATE,CATEGORY,STAT,STAT_DESC,ADDRESS,STREET,CITY,ZIP,INCIDENT_ID,REPORTING_DISTRICT,SEQ,GANG_RELATED,UNIT_ID,UNIT_NAME,DELETED
18642307,7/18/18 12:56,7/18/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"FLORENCE AVE AND GRAHAM AVE, LOS ANGELES, CA",FLORENCE AVE AND GRAHAM AVE,LOS ANGELES,,918-10437-2172,2172,10437,NO,CA01900V3,CENTURY,N
18737528,10/25/18 20:03,10/25/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"8200 CENTRAL AVE, LOS ANGELES, CA",8200 CENTRAL AVE,LOS ANGELES,,918-15579-2174,2174,15579,NO,CA01900V3,CENTURY,N
18635386,7/11/18 11:30,7/11/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"FLORENCE AVE AND GRAHAM AVE, LOS ANGELES, CA",FLORENCE AVE AND GRAHAM AVE,LOS ANGELES,,918-10064-2172,2172,10064,NO,CA01900V3,CENTURY,N
18659673,8/6/18 13:36,8/6/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"1400 E ALONDRA BLVD, COMPTON, CA",1400 E ALONDRA BLVD,COMPTON,,918-11054-2847,2847,11054,NO,CA0190042,COMPTON,N
18495421,2/20/18 9:30,2/20/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"E NOBLE AVE AND RAYMER ST, VAN NUYS, CA",E NOBLE AVE AND RAYMER ST,VAN NUYS,,918-00031-6151,6151,31,NO,CA01900V6,METROLINK BUREAU,N
18488060,2/13/18 16:45,2/13/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"10TH ST W AND AVENUE O-8, PALMDALE, CA",10TH ST W AND AVENUE O-8,PALMDALE,,918-02204-2619,2619,2204,NO,CA01900W9,PALMDALE,N
18766926,11/28/18 2:27,11/28/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"10800 EXCELSIOR DR, NORWALK, CA",10800 EXCELSIOR DR,NORWALK,,918-17713-0455,455,17713,NO,CA0190004,NORWALK,N
18784107,12/17/18 2:33,12/17/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"16600 BYGROVE ST, COVINA, CA",16600 BYGROVE ST,COVINA,,918-06712-0866,866,6712,NO,CA0190008,SAN DIMAS,N
18692389,9/9/18 12:30,9/9/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"18400 S AVALON BLVD, CARSON, CA",18400 S AVALON BLVD,CARSON,,918-09488-1612,1612,9488,NO,CA0190016,CARSON,N
18716458,9/30/18 11:20,9/30/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"18400 S AVALON BLVD, CARSON, CA",18400 S AVALON BLVD,CARSON,,918-80071-1612,1612,80071,NO,CA0190016,CARSON,N
18746544,11/4/18 19:45,11/4/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"1300 W ROSAMOND BLVD, ROSAMOND, CA",1300 W ROSAMOND BLVD,ROSAMOND,,918-22913-1123,1123,22913,NO,CA0190024,LANCASTER,N
18492787,2/16/18 21:45,2/16/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"13300 ORIZABA AVE, PARAMOUNT, CA  90723",13300 ORIZABA AVE,PARAMOUNT,90723,918-03896-1362,1362,3896,NO,CA0190013,LAKEWOOD,N
18701584,9/18/18 21:36,9/18/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"800 E AVENUE J, LANCASTER, CA",800 E AVENUE J,LANCASTER,,918-19158-1137,1137,19158,NO,CA0190024,LANCASTER,N
18736961,10/25/18 10:30,10/25/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"10700 CARMENITA RD, WHITTIER, CA  90605",10700 CARMENITA RD,WHITTIER,90605,918-15944-0494,494,15944,NO,CA0190004,NORWALK,N
18719346,10/7/18 10:50,10/7/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"18400 S AVALON BLVD, CARSON, CA",18400 S AVALON BLVD,CARSON,,918-10541-1612,1612,10541,NO,CA0190016,CARSON,N
18707705,9/25/18 14:37,9/25/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"LONG BEACH BLVD AND BENNETT ST, COMPTON, CA",LONG BEACH BLVD AND BENNETT ST,COMPTON,,918-13813-2844,2844,13813,NO,CA0190042,COMPTON,N
18493320,2/17/18 14:55,2/17/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"105 FWY AND GARFIELD AVE, PARAMOUNT, CA  90723",105 FWY AND GARFIELD AVE,PARAMOUNT,90723,918-03945-1361,1361,3945,NO,CA0190013,LAKEWOOD,N
18495784,2/20/18 13:05,2/20/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"VALLEY AND NOGALES, WEST COVINA, CA",VALLEY AND NOGALES,WEST COVINA,,918-01306-2945,2945,1306,NO,CA0190020,WALNUT,N
18615710,6/20/18 7:15,6/20/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"E BALBOA BLVD AND N ROSCOE BLVD, NORTHRIDGE, CA",E BALBOA BLVD AND N ROSCOE BLVD,NORTHRIDGE,,918-00132-6152,6152,132,NO,CA01900V6,METROLINK BUREAU,N
18659777,8/6/18 15:17,8/6/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"WILLOWBROOK AVE AND PALMER ST, COMPTON, CA",WILLOWBROOK AVE AND PALMER ST,COMPTON,,918-11060-2840,2840,11060,NO,CA0190042,COMPTON,N
18573124,5/8/18 15:04,5/8/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"8500 PIONEER BLVD, WHITTIER, CA",8500 PIONEER BLVD,WHITTIER,,918-03244-1578,1578,3244,NO,CA0190015,PICO RIVERA,N
18702890,9/20/18 8:00,9/20/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"405 FWY AND SEPULVEDA BLVD, VAN NUYS, CA",405 FWY AND SEPULVEDA BLVD,VAN NUYS,,918-00221-6151,6151,221,NO,CA01900V6,METROLINK BUREAU,N
18691612,9/8/18 11:48,9/8/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"73RD ST AND FLORENCE AVE, LOS ANGELES, CA  90001",73RD ST AND FLORENCE AVE,LOS ANGELES,90001,918-13127-2172,2172,13127,NO,CA01900V3,CENTURY,N
18755181,11/14/18 7:00,11/14/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"COGSWELL RD AND VALLEY BLVD, EL MONTE, CA",COGSWELL RD AND VALLEY BLVD,EL MONTE,,918-00257-6112,6112,257,NO,CA01900V6,METROLINK BUREAU,N
18788698,12/21/18 17:15,12/21/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"9700 CARMENITA RD, WHITTIER, CA  90605",9700 CARMENITA RD,WHITTIER,90605,918-18969-0491,491,18969,NO,CA0190004,NORWALK,N
18547489,4/12/18 18:30,4/12/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"FLORENCE AVE AND GRAHAM AVE, LOS ANGELES, CA",FLORENCE AVE AND GRAHAM AVE,LOS ANGELES,,918-05470-2173,2173,5470,NO,CA01900V3,CENTURY,N
18661853,8/8/18 14:32,8/8/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"73RD ST AND COMPTON AVE, LOS ANGELES, CA  90001",73RD ST AND COMPTON AVE,LOS ANGELES,90001,918-11457-2172,2172,11457,NO,CA01900V3,CENTURY,N
18566564,5/2/18 7:00,5/2/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"S/R 170 AND N SHERMAN WAY, NORTH HOLLYWOOD, CA",S/R 170 AND N SHERMAN WAY,NORTH HOLLYWOOD,,918-00092-6155,6155,92,NO,CA01900V6,METROLINK BUREAU,N
18674882,8/22/18 7:30,8/22/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"AVE R AND SIERRA HWY, PALMDALE, CA",AVE R AND SIERRA HWY,PALMDALE,,918-00200-6148,6148,200,NO,CA01900V6,METROLINK BUREAU,N
18616757,6/21/18 7:39,6/21/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"POMONA BLVD AND TEMPLE AVE, WALNUT, CA  91789",POMONA BLVD AND TEMPLE AVE,WALNUT,91789,918-03936-2916,2916,3936,NO,CA0190020,WALNUT,N
18641733,7/17/18 21:40,7/17/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"1200 GOODRICH BLVD, COMMERCE, CA",1200 GOODRICH BLVD,COMMERCE,,918-10667-0242,242,10667,NO,CA0190002,EAST LOS ANGELES,N
18729084,10/17/18 7:45,10/17/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"CORBIN ST AND NORDOFF ST, LOS ANGELES, CA",CORBIN ST AND NORDOFF ST,LOS ANGELES,,918-00240-6153,6153,240,NO,CA01900V6,METROLINK BUREAU,N
18591121,5/25/18 23:12,5/25/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"100 W LAS FLORES DR, ALTADENA, CA",100 W LAS FLORES DR,ALTADENA,,918-01513-0771,771,1513,NO,CA0190007,ALTADENA,N
18688785,9/5/18 14:35,9/5/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"8400 FIR AVE, LOS ANGELES, CA",8400 FIR AVE,LOS ANGELES,,918-13000-2175,2175,13000,NO,CA01900V3,CENTURY,N
18696437,9/13/18 11:00,9/13/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"HASKELL AVE, VAN NUYS, CA",HASKELL AVE,VAN NUYS,,918-00217-6151,6151,217,NO,CA01900V6,METROLINK BUREAU,N
18728745,10/16/18 20:04,10/16/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"43600 10TH ST W, LANCASTER, CA",43600 10TH ST W,LANCASTER,,918-21361-1123,1123,21361,NO,CA0190024,LANCASTER,N
18569424,5/4/18 9:04,5/4/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"6200 NORTHSIDE DR, LOS ANGELES, CA  90022",6200 NORTHSIDE DR,LOS ANGELES,90022,918-06788-0237,237,6788,NO,CA0190002,EAST LOS ANGELES,N
18457804,1/16/18 8:15,1/16/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"W LAUREL CANYON BLVD AND N SHERMAN WAY, NORTH HOLLYWOOD, CA",W LAUREL CANYON BLVD AND N SHERMAN WAY,NORTH HOLLYWOOD,,918-00012-6155,6155,12,NO,CA01900V6,METROLINK BUREAU,N
18649767,7/26/18 15:17,7/26/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"1400 73RD ST, LOS ANGELES, CA  90001",1400 73RD ST,LOS ANGELES,90001,918-10836-2172,2172,10836,NO,CA01900V3,CENTURY,N
18762117,11/21/18 20:21,11/21/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"SIERRA HWY AND AVENUE J-2, LANCASTER, CA",SIERRA HWY AND AVENUE J-2,LANCASTER,,918-24363-1123,1123,24363,NO,CA0190024,LANCASTER,N
18705787,9/23/18 15:30,9/23/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"MCCLURE AVE AND PEARLE ST, PARAMOUNT, CA  90723",MCCLURE AVE AND PEARLE ST,PARAMOUNT,90723,918-21011-1363,1363,21011,NO,CA0190013,LAKEWOOD,N
18557781,4/23/18 13:00,4/23/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"ROSEMEAD BLVD AND SAN GABRIEL BLVD, EL MONTE, CA  91733",ROSEMEAD BLVD AND SAN GABRIEL BLVD,EL MONTE,91733,918-04962-0576,576,4962,NO,CA0190005,TEMPLE,N
18721740,10/9/18 17:45,10/9/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"SAN JOSE AVE AND SAN MATEO ST, PARAMOUNT, CA  90723",SAN JOSE AVE AND SAN MATEO ST,PARAMOUNT,90723,918-22302-1363,1363,22302,NO,CA0190013,LAKEWOOD,N
18467795,1/25/18 10:37,1/25/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"14200 IMPERIAL HWY, LA MIRADA, CA",14200 IMPERIAL HWY,LA MIRADA,,918-01286-0461,461,1286,NO,CA0190004,NORWALK,N
18561191,4/26/18 10:15,4/26/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"8500 PIONEER BLVD, WHITTIER, CA",8500 PIONEER BLVD,WHITTIER,,918-02961-1578,1578,2961,NO,CA0190015,PICO RIVERA,N
18648726,7/25/18 13:49,7/25/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"87TH PL AND PLEVKA AVE, LOS ANGELES, CA",87TH PL AND PLEVKA AVE,LOS ANGELES,,918-10769-2174,2174,10769,NO,CA01900V3,CENTURY,N
18553353,4/18/18 18:30,4/18/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"2900 EL NIDO DR, ALTADENA, CA  91001",2900 EL NIDO DR,ALTADENA,91001,918-01131-0771,771,1131,NO,CA0190007,ALTADENA,N
18680332,8/27/18 19:44,8/27/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"100 E AVENUE J, LANCASTER, CA",100 E AVENUE J,LANCASTER,,918-17390-1132,1132,17390,NO,CA0190024,LANCASTER,N
18610251,6/14/18 9:40,6/14/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"11600 WILLOWBROOK AVE, LOS ANGELES, CA  90059",11600 WILLOWBROOK AVE,LOS ANGELES,90059,918-00749-6014,6014,749,NO,CA0190031,TRANSIT SERV BUR,N
18679413,8/26/18 23:10,8/26/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"100 E AVENUE J, LANCASTER, CA",100 E AVENUE J,LANCASTER,,918-17302-1132,1132,17302,NO,CA0190024,LANCASTER,N
18659883,8/6/18 17:01,8/6/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"1400 E ALONDRA BLVD, COMPTON, CA",1400 E ALONDRA BLVD,COMPTON,,918-11066-2847,2847,11066,NO,CA0190042,COMPTON,N
18580468,5/16/18 7:14,5/16/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"E MASON ST, CHATSWORTH, CA  91311",E MASON ST,CHATSWORTH,91311,918-00110-6153,6153,110,NO,CA01900V6,METROLINK BUREAU,N
18633936,7/10/18 2:44,7/10/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"MYER RD AND CARMENITA RD, WHITTIER, CA",MYER RD AND CARMENITA RD,WHITTIER,,918-10395-0494,494,10395,NO,CA0190004,NORWALK,N
18787659,12/20/18 14:15,12/20/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"800 E AVENUE J, LANCASTER, CA  93535",800 E AVENUE J,LANCASTER,93535,918-26350-1133,1133,26350,NO,CA0190024,LANCASTER,N
18665356,8/12/18 9:52,8/12/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"62ND ST AND COMPTON AVE, LOS ANGELES, CA",62ND ST AND COMPTON AVE,LOS ANGELES,,918-11644-2170,2170,11644,NO,CA01900V3,CENTURY,N
18689513,9/6/18 8:20,9/6/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"700 SIERRA HWY, PALMDALE, CA",700 SIERRA HWY,PALMDALE,,918-13154-2650,2650,13154,NO,CA01900W9,PALMDALE,N
18553087,4/18/18 14:30,4/18/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"ROSE HILL RD AND CAPITOL AVE, WHITTIER, CA",ROSE HILL RD AND CAPITOL AVE,WHITTIER,,918-02754-1570,1570,2754,NO,CA0190015,PICO RIVERA,N
18644394,7/20/18 15:26,7/20/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"2000 FLORENCE AVE, LOS ANGELES, CA",2000 FLORENCE AVE,LOS ANGELES,,918-10528-2173,2173,10528,NO,CA01900V3,CENTURY,N
18625780,6/30/18 2:34,6/30/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"500 S CITRUS AVE, COVINA, CA  91722",500 S CITRUS AVE,COVINA,91722,918-03420-0862,862,3420,NO,CA0190008,SAN DIMAS,N
18688824,9/5/18 15:07,9/5/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"BROADWAY AND MOUNTAIN VIEW AVE, LOS ANGELES, CA",BROADWAY AND MOUNTAIN VIEW AVE,LOS ANGELES,,918-13002-2178,2178,13002,NO,CA01900V3,CENTURY,N
18584244,5/19/18 16:30,5/19/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"1800 E FLFORENCE AVE, LOS ANGELES, CA",1800 E FLFORENCE AVE,LOS ANGELES,,918-07358-2173,2173,7358,NO,CA01900V3,CENTURY,N
18544228,4/10/18 23:49,4/10/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"5900 OLYMPIC BLVD, LOS ANGELES, CA  90022",5900 OLYMPIC BLVD,LOS ANGELES,90022,918-05478-0287,287,5478,NO,CA0190002,EAST LOS ANGELES,N
18762116,11/21/18 20:50,11/21/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"SIERRA HWY AND AVENUE J-2, LANCASTER, CA",SIERRA HWY AND AVENUE J-2,LANCASTER,,918-24362-1123,1123,24362,NO,CA0190024,LANCASTER,N
18719348,10/7/18 10:30,10/7/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"18400 S AVALON BLVD, CARSON, CA",18400 S AVALON BLVD,CARSON,,918-10542-1612,1612,10542,NO,CA0190016,CARSON,N
18665975,8/13/18 7:00,8/13/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"DIAMOND BAR BLVD AND 60 FRWY, DIAMOND BAR, CA",DIAMOND BAR BLVD AND 60 FRWY,DIAMOND BAR,,918-05176-2920,2920,5176,NO,CA0190020,WALNUT,N
18687700,9/4/18 14:38,9/4/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"1900 73RD ST, LOS ANGELES, CA",1900 73RD ST,LOS ANGELES,,918-12925-2173,2173,12925,NO,CA01900V3,CENTURY,N
18716271,10/4/18 1:45,10/4/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"11800 ROSECRANS AVE, NORWALK, CA  90650",11800 ROSECRANS AVE,NORWALK,90650,918-14731-0454,454,14731,NO,CA0190004,NORWALK,N
18681390,8/28/18 18:19,8/28/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"100 E AVENUE J, LANCASTER, CA",100 E AVENUE J,LANCASTER,,918-17491-1132,1132,17491,NO,CA0190024,LANCASTER,N
18556009,4/21/18 11:35,4/21/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"6400 ALONDRA BLVD, PARAMOUNT, CA  90723",6400 ALONDRA BLVD,PARAMOUNT,90723,918-08997-1366,1366,8997,NO,CA0190013,LAKEWOOD,N
18576390,5/11/18 15:28,5/11/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"LONG BEACH BLVD AND IMPERIAL HWY, LYNWOOD, CA  90262",LONG BEACH BLVD AND IMPERIAL HWY,LYNWOOD,90262,918-06954-2116,2116,6954,NO,CA01900V3,CENTURY,N
18649470,7/26/18 9:28,7/26/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"VALLEY BLVD AND 71 FRWY, POMONA, CA",VALLEY BLVD AND 71 FRWY,POMONA,,918-04727-2916,2916,4727,NO,CA0190020,WALNUT,N
18727772,10/16/18 3:53,10/16/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"10800 EXCELSIOR, NORWALK, CA",10800 EXCELSIOR,NORWALK,,918-15404-0455,455,15404,NO,CA0190004,NORWALK,N
18691620,9/8/18 12:02,9/8/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"61ST ST AND COMPTON AVE, LOS ANGELES, CA  90001",61ST ST AND COMPTON AVE,LOS ANGELES,90001,918-13128-2171,2171,13128,NO,CA01900V3,CENTURY,N
18792503,12/27/18 7:15,12/27/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"300 S DIAMOND BAR BLVD, DIAMOND BAR, CA",300 S DIAMOND BAR BLVD,DIAMOND BAR,,918-08855-2922,2922,8855,NO,CA0190020,WALNUT,N
18678468,8/25/18 15:20,8/25/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"18400 S AVALON BLVD, CARSON, CA",18400 S AVALON BLVD,CARSON,,918-08905-1612,1612,8905,NO,CA0190016,CARSON,N
18767279,11/28/18 11:30,11/28/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"29200 HEATHERCLIFF RD, MALIBU, CA  90265",29200 HEATHERCLIFF RD,MALIBU,90265,918-06789-1013,1013,6789,NO,CA0190022,MALIBU/LOST HILLS,N
18701449,9/18/18 18:56,9/18/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"1500 W AVENUE K, LANCASTER, CA",1500 W AVENUE K,LANCASTER,,918-19139-1126,1126,19139,NO,CA0190024,LANCASTER,N
18715215,10/3/18 6:40,10/3/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"WOODMAN PL AND RAYMER ST, VAN NUYS, CA",WOODMAN PL AND RAYMER ST,VAN NUYS,,918-00228-6151,6151,228,NO,CA01900V6,METROLINK BUREAU,N
18477161,2/3/18 11:23,2/3/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"ALONDRA BLVD AND 710 FWY, PARAMOUNT, CA  90723",ALONDRA BLVD AND 710 FWY,PARAMOUNT,90723,918-02769-1366,1366,2769,NO,CA0190013,LAKEWOOD,N
18690258,9/6/18 20:41,9/6/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"FLORENCE AVE AND MILES AVE, HUNTINGTON PARK, CA  90255",FLORENCE AVE AND MILES AVE,HUNTINGTON PARK,90255,918-13056-2178,2178,13056,NO,CA01900V3,CENTURY,N
18793402,12/28/18 8:00,12/28/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"SEPULVEDA BLVD AND RAYMER ST, VAN NUYS, CA",SEPULVEDA BLVD AND RAYMER ST,VAN NUYS,,918-00277-6152,6152,277,NO,CA01900V6,METROLINK BUREAU,N
18548284,4/13/18 14:20,4/13/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"ALLEN AVE AND JACKSON ST, PARAMOUNT, CA  90723",ALLEN AVE AND JACKSON ST,PARAMOUNT,90723,918-08323-1367,1367,8323,NO,CA0190013,LAKEWOOD,N
18568766,5/4/18 8:52,5/4/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"73RD ST AND COMPTON AVE, LOS ANGELES, CA",73RD ST AND COMPTON AVE,LOS ANGELES,,918-06620-2172,2172,6620,NO,CA01900V3,CENTURY,N
18589753,5/24/18 18:07,5/24/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"200 ROSEMEAD BLVD, PASADENA, CA  91107",200 ROSEMEAD BLVD,PASADENA,91107,018-06315-0590,590,6315,YES,CA0190005,TEMPLE,N
18751583,11/1/18 15:55,11/9/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"COLIMA RD AND AZUSA AVE, INDUSTRY, CA",COLIMA RD AND AZUSA AVE,INDUSTRY,,918-14703-1416,1416,14703,NO,CA0190014,INDUSTRY,N
18697887,9/14/18 18:15,9/14/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"12TH ST W AND AVENUE K, LANCASTER, CA",12TH ST W AND AVENUE K,LANCASTER,,918-18822-1126,1126,18822,NO,CA0190024,LANCASTER,N
